,Corrective Action,PLC,Model,fault,diagnostic
206,create space on the hard disk and set user-defined virtual memory.,Siemens,STEP 7,internal ole error.,"enough space hard disk, database cannot started."
207,start program editor via explorer and evaluate error message.,Siemens,STEP 7,internal ole error.,wrong dll windows/system and/or wrong registry entry.
208,with v3.1 copy block comment into network comment.,Siemens,STEP 7,internal ole error.,v3.1 ole error occurs printing
209,delete windows directory and then  reinstall windows.,Siemens,STEP 7,internal ole error.,win 95: ole installed properly installing windows.
210,reinstall step 7.,Siemens,STEP 7,internal ole error.,message appears opening vat. s7uss directory missing directory siemens\step7.
211,delete the block contained in the source in the simatic manager first and only then compile,Siemens,STEP 7,scl: programming s7 moduls. object deleted,"error occurs export scl source, delete simatic manager import compile it."
212,you can reorganize the addresses with key combination ++.,Siemens,STEP 7,object found.,object fulfills criterion specified available. function triggered cannot executed. assignment offline database regard hw configuration longer consistent.
213,"in v2.1 projects the solution is to use ""save as with reorganization""",Siemens,STEP 7,valid object,link obviously lost.
214,set up the connection over and over again and wait for a better line quality. try to get a higher transmission rate (<- indicator for better line quality at the time of connection set up).,Siemens,STEP 7,quoted entry registry window contains valid value,error occurred downloading sdbs remote cpu via teleservice. cause bad telephone line connection (analog) (in usa). attempt also made achieve higher transmission rate online connection.
215,create a new simulation via simulation -> new plc. the next time you run the last simulation the latest new simulation will be loaded without error message.,Siemens,STEP 7,internal error: valid pointer.,plcsim attempt made load last simulation plcsim via menu item simulation -> last simulation.
216,terminate application and restart,Siemens,STEP 7,internal error system,project might damaged
217,copy/move projid.pro.,Siemens,STEP 7,repairable error system programming. function implemented,projid.pro might possibly exist dearchiving.
218,save as ... with consistency check or recreate the project,Siemens,STEP 7,"repairable internal system error refer file ""symlist.dbf"".",project might damaged. computer might crashed
219,"before reorganizing, close all the applications in the project.",Siemens,STEP 7,object ... cannot edited currently opened another application another user.,"message appears start ""file > save as..."" function together ""with reorganization (slowly)"" option still application open (e.g. symbol table) project reorganized."
220,delete the xutil directory in the project path,Siemens,STEP 7,version 513 objekt xr00001 compatible refer installed software.,legacy v2 xutil catalog
221,make sure that you have the appropriate rights to access the drive or directory where the data is located. do the virus scanning offline (i.e. at times when you are not working on your step 7 project) or disable the virus scanner on your computer.,Siemens,STEP 7,data read.,"might data, example, project library. cause might write right directory drive data located."
222,save the modifications made in a different application and make sure that no other user processes this data at the time in question.,Siemens,STEP 7,data read.,data processed different application different user.
223,"1. mark the project in the explorer, where is saved in the folder and click on the right mouse botton.
2. open in the context menu the ""properties"" and select ""security"".
3. here you can allow the ""read"" and other functions by ""permissions for administrators"".
4. click after on ""apply"" and ""ok"".",Siemens,STEP 7,data read-only.,"copied data backup project cd onto hard disk cannot open project. reason file project attribute ""write-protected"" set."
224,"remove the write-protection from all directories that have to do with the project.
create space on the disk
delete s7apromx.txt in the root directory of the project.",Siemens,STEP 7,right write missing directory.,"directory s7p file located write-protected. enough space disk < 100 byte step 7 v4.x concerned, might file deleted, still specifies project still write-protected drive."
225,"first of all check the versions of all the options packages installed on your computer which are required for editing the project. you may need to install one or other update (service pack) or upgrade (new version). then make a copy of your project with ""file > save as..."" and the option ""with reorganization (slow)"".",Siemens,STEP 7,problem offline folder.,message may due fact project dearchived computer edited option package whose version longer compatible current step 7 version.
226,install basic authorization,Siemens,STEP 7,authorization step 7 found.,basic authorization installed. error occurs attempting start installed option package. probably step 7 authorized mini.
227,"install the options authorization from the authorization floppy disk included in the delivery package. if you have lost the authorization (e.g. through a fault on the hard disk), you can install the emergency authorization to be able continue working for a limited period of time. you must then procure a replacement for the lost authorization during this limited time.",Siemens,STEP 7,authorization optional package found.,user right (authorization) found option software drive c:.
